trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,CELAR6-SUB3,36,439,0.69683,91,3.71668,35,19,71,42945
2,CELAR6-SUB3,36,439,0.69683,92,4.45700,35,19,71,42945
3,CELAR6-SUB3,36,439,0.69683,90,9.27045,35,19,71,42945
4,CELAR6-SUB3,36,439,0.69683,90,4.37846,35,19,71,42945
5,CELAR6-SUB3,36,439,0.69683,89,6.72731,35,19,71,42945
6,CELAR6-SUB3,36,439,0.69683,88,3.66745,35,19,71,42945
7,CELAR6-SUB3,36,439,0.69683,89,4.17033,35,19,71,42945
8,CELAR6-SUB3,36,439,0.69683,89,6.34968,35,19,71,42945
9,CELAR6-SUB3,36,439,0.69683,89,4.10346,35,19,71,42945
10,CELAR6-SUB3,36,439,0.69683,90,6.89164,35,19,71,42945
11,CELAR6-SUB3,36,439,0.69683,86,3.64119,35,19,71,42945
12,CELAR6-SUB3,36,439,0.69683,88,4.75808,35,19,71,42945
13,CELAR6-SUB3,36,439,0.69683,87,6.19957,35,19,71,42945
14,CELAR6-SUB3,36,439,0.69683,89,3.56152,35,19,71,42945
15,CELAR6-SUB3,36,439,0.69683,88,3.13092,35,19,71,42945
16,CELAR6-SUB3,36,439,0.69683,90,4.51051,35,19,71,42945
17,CELAR6-SUB3,36,439,0.69683,87,4.91010,35,19,71,42945
18,CELAR6-SUB3,36,439,0.69683,88,4.26643,35,19,71,42945
19,CELAR6-SUB3,36,439,0.69683,88,3.76941,35,19,71,42945
20,CELAR6-SUB3,36,439,0.69683,88,3.29755,35,19,71,42945
21,CELAR6-SUB3,36,439,0.69683,91,3.48956,35,19,71,42945
22,CELAR6-SUB3,36,439,0.69683,87,3.53101,35,19,71,42945
23,CELAR6-SUB3,36,439,0.69683,88,4.31227,35,19,71,42945
24,CELAR6-SUB3,36,439,0.69683,89,4.09708,35,19,71,42945
25,CELAR6-SUB3,36,439,0.69683,90,5.16178,35,19,71,42945
26,CELAR6-SUB3,36,439,0.69683,86,4.46572,35,19,71,42945
27,CELAR6-SUB3,36,439,0.69683,89,3.18374,35,19,71,42945
28,CELAR6-SUB3,36,439,0.69683,87,6.33707,35,19,71,42945
29,CELAR6-SUB3,36,439,0.69683,88,4.11595,35,19,71,42945
30,CELAR6-SUB3,36,439,0.69683,87,4.18816,35,19,71,42945
