trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,CELAR6-SUB0,32,223,0.44960,64,3.01539,25,3,51,15675
2,CELAR6-SUB0,32,223,0.44960,65,1.67144,25,3,51,15675
3,CELAR6-SUB0,32,223,0.44960,64,2.30820,25,3,51,15675
4,CELAR6-SUB0,32,223,0.44960,63,2.21635,25,3,51,15675
5,CELAR6-SUB0,32,223,0.44960,66,1.73814,25,3,51,15675
6,CELAR6-SUB0,32,223,0.44960,64,1.89156,25,3,51,15675
7,CELAR6-SUB0,32,223,0.44960,65,1.65395,25,3,51,15675
8,CELAR6-SUB0,32,223,0.44960,65,3.91280,25,3,51,15675
9,CELAR6-SUB0,32,223,0.44960,63,3.13871,25,3,51,15675
10,CELAR6-SUB0,32,223,0.44960,64,4.65913,25,3,51,15675
11,CELAR6-SUB0,32,223,0.44960,64,3.43294,25,3,51,15675
12,CELAR6-SUB0,32,223,0.44960,61,2.60280,25,3,51,15675
13,CELAR6-SUB0,32,223,0.44960,65,2.28766,25,3,51,15675
14,CELAR6-SUB0,32,223,0.44960,64,1.84053,25,3,51,15675
15,CELAR6-SUB0,32,223,0.44960,66,2.72529,25,3,51,15675
16,CELAR6-SUB0,32,223,0.44960,66,2.09350,25,3,51,15675
17,CELAR6-SUB0,32,223,0.44960,64,1.57423,25,3,51,15675
18,CELAR6-SUB0,32,223,0.44960,66,2.70758,25,3,51,15675
19,CELAR6-SUB0,32,223,0.44960,64,1.74420,25,3,51,15675
20,CELAR6-SUB0,32,223,0.44960,65,2.93672,25,3,51,15675
21,CELAR6-SUB0,32,223,0.44960,64,2.40374,25,3,51,15675
22,CELAR6-SUB0,32,223,0.44960,66,2.54060,25,3,51,15675
23,CELAR6-SUB0,32,223,0.44960,62,2.14287,25,3,51,15675
24,CELAR6-SUB0,32,223,0.44960,63,3.10319,25,3,51,15675
25,CELAR6-SUB0,32,223,0.44960,64,1.98062,25,3,51,15675
26,CELAR6-SUB0,32,223,0.44960,66,1.77601,25,3,51,15675
27,CELAR6-SUB0,32,223,0.44960,66,1.62785,25,3,51,15675
28,CELAR6-SUB0,32,223,0.44960,65,2.53940,25,3,51,15675
29,CELAR6-SUB0,32,223,0.44960,66,1.65703,25,3,51,15675
30,CELAR6-SUB0,32,223,0.44960,65,3.83501,25,3,51,15675
