trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,CELAR6-SUB2,32,369,0.74395,80,4.06754,31,15,63,29853
2,CELAR6-SUB2,32,369,0.74395,80,4.79648,31,15,63,29853
3,CELAR6-SUB2,32,369,0.74395,79,4.23140,31,15,63,29853
4,CELAR6-SUB2,32,369,0.74395,80,2.64843,31,15,63,29853
5,CELAR6-SUB2,32,369,0.74395,81,4.24999,31,15,63,29853
6,CELAR6-SUB2,32,369,0.74395,78,4.33157,31,15,63,29853
7,CELAR6-SUB2,32,369,0.74395,81,4.14799,31,15,63,29853
8,CELAR6-SUB2,32,369,0.74395,80,2.63131,31,15,63,29853
9,CELAR6-SUB2,32,369,0.74395,82,2.47914,31,15,63,29853
10,CELAR6-SUB2,32,369,0.74395,79,3.25169,31,15,63,29853
11,CELAR6-SUB2,32,369,0.74395,77,2.07355,31,15,63,29853
12,CELAR6-SUB2,32,369,0.74395,82,5.00925,31,15,63,29853
13,CELAR6-SUB2,32,369,0.74395,78,2.18635,31,15,63,29853
14,CELAR6-SUB2,32,369,0.74395,79,3.23741,31,15,63,29853
15,CELAR6-SUB2,32,369,0.74395,80,2.41422,31,15,63,29853
16,CELAR6-SUB2,32,369,0.74395,79,3.98893,31,15,63,29853
17,CELAR6-SUB2,32,369,0.74395,79,3.45661,31,15,63,29853
18,CELAR6-SUB2,32,369,0.74395,81,3.11134,31,15,63,29853
19,CELAR6-SUB2,32,369,0.74395,78,2.70064,31,15,63,29853
20,CELAR6-SUB2,32,369,0.74395,79,3.55116,31,15,63,29853
21,CELAR6-SUB2,32,369,0.74395,78,2.47778,31,15,63,29853
22,CELAR6-SUB2,32,369,0.74395,81,4.96180,31,15,63,29853
23,CELAR6-SUB2,32,369,0.74395,80,3.30520,31,15,63,29853
24,CELAR6-SUB2,32,369,0.74395,79,3.42014,31,15,63,29853
25,CELAR6-SUB2,32,369,0.74395,79,3.44637,31,15,63,29853
26,CELAR6-SUB2,32,369,0.74395,78,5.41831,31,15,63,29853
27,CELAR6-SUB2,32,369,0.74395,79,2.47817,31,15,63,29853
28,CELAR6-SUB2,32,369,0.74395,81,2.29666,31,15,63,29853
29,CELAR6-SUB2,32,369,0.74395,79,2.03692,31,15,63,29853
30,CELAR6-SUB2,32,369,0.74395,80,2.82130,31,15,63,29853
